Title,ReleaseDate,GenreName,Director,LeadActors,SupportingActors,Language,Runtime,Budget,BoxOfficeRevenue,Rating,ReleaseType
Zero Fucks Given,02/03/2022,Drama,Emmanuel Marre,Adèle Exarchopoulos:Alexandre Perrier:Mara Taquin,Arthur Egloff:Tamara Al Saadi:David Martinez Pinon,fr,116,0,0,6.42,
Logan,28/02/2017,Drama,James Mangold,Hugh Jackman:Dafne Keen:Patrick Stewart,Elizabeth Rodriguez:Boyd Holbrook:Stephen Merchant,en,137,97000000,619021436,7.818,R
Sira,16/02/2023,Drama,Apolline Traoré,Nafissatou Cissé:Mike Danon:Lazare Minoungou,Nathalie Vairac:Ruth Werner:Abdramane Barry,fr,122,0,0,5.5,
The Truman Show,04/06/1998,Drama,Peter Weir,Jim Carrey:Laura Linney:Noah Emmerich,Natascha McElhone:Holland Taylor:Ed Harris,en,103,60000000,264100000,8.139,PG
La La Land,29/11/2016,Drama,Damien Chazelle,Ryan Gosling:Emma Stone:John Legend,Rosemarie DeWitt:J.K. Simmons:Amiée Conn,en,129,30000000,447407695,7.902,PG-13
Dilig,30/01/2024,Drama,Christian Paolo Lat,Dyessa Garcia:Rica Gonzales:Richard Solano,JD Aguas:Archie Adamos,tl,45,0,0,3.5,
Asteroid City,08/06/2023,Drama,Wes Anderson,Jason Schwartzman:Scarlett Johansson:Tom Hanks,Jeffrey Wright:Tilda Swinton:Bryan Cranston,en,105,25000000,47281670,6.501,PG-13
Dragon Ball GT: A Hero's Legacy,26/03/1997,Drama,Osamu Kasai,Masako Nozawa:Yuko Minaguchi:Shin Aomori,Kazuyuki Sogabe:Miki Ito:Ryuuzaburou Ootomo,ja,45,0,0,6.769,PG
The Vault,04/03/2021,Drama,Jaume Balagueró,Freddie Highmore:Astrid Bergès-Frisbey:Jose Coronado,Liam Cunningham:Sam Riley:Luis Tosar,en,114,15000000,8804000,6.84,R
Good Will Hunting,05/12/1997,Drama,Gus Van Sant,Matt Damon:Robin Williams:Ben Affleck,Stellan Skarsgård:Minnie Driver:Casey Affleck,en,127,10000000,225900000,8.152,R
Inferno,25/09/1999,Drama,John G. Avildsen,Jean-Claude Van Damme:Pat Morita:Danny Trejo,Gabrielle Fitzpatrick:Larry Drake:Vincent Schiavelli,en,95,15000000,0,6.118,R
Parallel,23/02/2024,Drama,Kourosh Ahari,Danielle Deadwyler:Aldis Hodge:Edwin Hodge,,en,88,0,0,5.423,
Heat,15/12/1995,Drama,Michael Mann,Robert De Niro:Al Pacino:Val Kilmer,Jon Voight:Tom Sizemore:Diane Venora,en,170,60000000,187400000,7.916,R
Cast Away,22/12/2000,Drama,Robert Zemeckis,Tom Hanks:Helen Hunt:Chris Noth,Paul Sanchez:Lari White:Leonid Citer,en,143,90000000,429632142,7.664,PG-13
Priscilla,27/10/2023,Drama,Sofia Coppola,Cailee Spaeny:Jacob Elordi:Ari Cohen,Dagmara Domińczyk:Tim Post:Lynne Griffin,en,110,20000000,30140906,7.029,R
Run,20/11/2020,Drama,Aneesh Chaganty,Sarah Paulson:Kiera Allen:Pat Healy,Sara Sohn:Erik Athavale:B. J. Harrison,en,90,1700000,5184368,7.3,PG-13
Nowhere,29/09/2023,Drama,Albert Pintó,Anna Castillo:Tamar Novas:Irina Bravo,Victoria Teijeiro:Lucia Soria:Mary Ruiz,es,109,0,0,7.437,R
Deep Water,18/03/2022,Drama,Adrian Lyne,Ben Affleck:Ana de Armas:Tracy Letts,Lil Rel Howery:Dash Mihok:Finn Wittrock,en,116,48917499,0,5.756,R
Creed II,21/11/2018,Drama,Steven Caple Jr.,Michael B. Jordan:Sylvester Stallone:Tessa Thompson,Wood Harris:Russell Hornsby:Phylicia Rashād,en,130,50000000,214200000,7,PG-13
Three Steps Above Heaven,03/12/2010,Drama,Fernando González Molina,María Valverde:Mario Casas:Álvaro Cervantes,Marina Salas:Nerea Camacho:Cristina Plazas,es,122,0,0,7.737,PG-13
Little Women,25/12/2019,Drama,Greta Gerwig,Saoirse Ronan:Florence Pugh:Emma Watson,Eliza Scanlen:Laura Dern:Timothée Chalamet,en,135,40000000,216600000,7.89,PG
Pride & Prejudice,16/09/2005,Drama,Joe Wright,Keira Knightley:Matthew Macfadyen:Brenda Blethyn,Donald Sutherland:Tom Hollander:Rosamund Pike,en,127,28000000,121600000,8.081,PG
Una Femmina: The Code of Silence,17/02/2022,Drama,Francesco Costabile,Lina Siciliano:Fabrizio Ferracane:Annamaria De Luca,Simona Malato:Vincenzo De Rosa:Luca Massaro,it,120,0,0,5.9,
Through My Window,04/02/2022,Drama,Marçal Forés,Clara Galle:Julio Peña:Guillermo Lasheras,Natalia Azahara:Hugo Arbues:Eric Masip,es,112,0,0,7.388,R
Saltburn,16/11/2023,Drama,Emerald Fennell,Barry Keoghan:Jacob Elordi:Rosamund Pike,Richard E. Grant:Alison Oliver:Archie Madekwe,en,131,20000000,21013738,7.073,R
Proximity,15/05/2020,Drama,Eric Demeusy,Ryan Masson:Highdee Kuan:Christian Prentice,Nomi Abadi:Don Scribner:Ben Sullivan,en,119,0,0,6.435,
Confessions of a Frustrated Housewife,04/08/1976,Drama,Andrea Bianchi,Carroll Baker:Adolfo Celi:Cesare Barro,Luigi Pistilli:Gabriella Giorgelli:Dada Gallotti,it,92,0,0,6.75,
12 Strong,18/01/2018,Drama,Nicolai Fuglsig,Chris Hemsworth:Michael Shannon:Michael Peña,Navid Negahban:Trevante Rhodes:Geoff Stults,en,130,35000000,67450815,6.289,R
The Favourite,23/11/2018,Drama,Yorgos Lanthimos,Olivia Colman:Emma Stone:Rachel Weisz,Nicholas Hoult:Joe Alwyn:Mark Gatiss,en,120,15000000,95918706,7.521,R
The Proposal,01/06/2009,Drama,Anne Fletcher,Sandra Bullock:Ryan Reynolds:Malin Åkerman,Craig T. Nelson:Mary Steenburgen:Betty White,en,108,40000000,317400000,7.137,PG-13
Crazy Desire,15/03/1962,Drama,Luciano Salce,Ugo Tognazzi:Catherine Spaak:Gianni Garko,Franco Giacobini:Fabrizio Capucci:Oliviero Prunas,it,110,0,0,6.609,
Memory,22/12/2023,Drama,Michel Franco,Jessica Chastain:Peter Sarsgaard:Merritt Wever,Josh Charles:Elsie Fisher:Jessica Harper,en,104,0,313000,7.074,R
World War Z,19/06/2013,Drama,Marc Forster,Brad Pitt:Mireille Enos:Daniella Kertesz,James Badge Dale:Ludi Boeken:Matthew Fox,en,116,200000000,531865000,6.8,PG-13
Bird Box,13/12/2018,Drama,Susanne Bier,Sandra Bullock:Trevante Rhodes:John Malkovich,Sarah Paulson:Jacki Weaver:Rosa Salazar,en,124,19800000,0,6.847,R
Gladiator,04/05/2000,Drama,Ridley Scott,Russell Crowe:Joaquin Phoenix:Connie Nielsen,Oliver Reed:Richard Harris:Derek Jacobi,en,155,103000000,465361176,8.216,R
Green Book,16/11/2018,Drama,Peter Farrelly,Viggo Mortensen:Mahershala Ali:Linda Cardellini,Sebastian Maniscalco:Dimiter D. Marinov:P.J. Byrne,en,130,23000000,319700000,8.241,PG-13
The School for Good and Evil,19/10/2022,Drama,Paul Feig,Sofia Wylie:Sophia Anne Caruso:Kerry Washington,Charlize Theron:Laurence Fishburne:Michelle Yeoh,en,146,0,0,7.075,PG-13
Monster,02/06/2023,Drama,Hirokazu Kore-eda,Sakura Ando:Eita Nagayama:Soya Kurokawa,Hinata Hiiragi:Yûko Tanaka:Mitsuki Takahata,ja,125,0,0,8.1,PG-13
Neon Genesis Evangelion: The End of Evangelion,19/07/1997,Drama,Hideaki Anno,Megumi Ogata:Megumi Hayashibara:Kotono Mitsuishi,Yuko Miyamura:Fumihiko Tachiki:Miki Nagasawa,ja,87,0,19000000,8.316,NR
Elvis,22/06/2022,Drama,Baz Luhrmann,Austin Butler:Tom Hanks:Olivia DeJonge,Helen Thomson:Richard Roxburgh:Kelvin Harrison Jr.,en,159,85000000,288670284,7.553,PG-13
Leave the World Behind,22/11/2023,Drama,Sam Esmail,Julia Roberts:Mahershala Ali:Ethan Hawke,Myha’la Herrold:Farrah Mackenzie:Charlie Evans,en,142,0,0,6.479,R
Brothers,02/12/2009,Drama,Jim Sheridan,Tobey Maguire:Jake Gyllenhaal:Natalie Portman,Sam Shepard:Mare Winningham:Bailee Madison,en,105,26000000,43500000,7.314,R
The Fallout,17/03/2021,Drama,Megan Park,Jenna Ortega:Maddie Ziegler:Niles Fitch,Will Ropp:Lumi Pollack:John Ortiz,en,96,0,0,7.636,R
Batman Begins,10/06/2005,Drama,Christopher Nolan,Christian Bale:Liam Neeson:Katie Holmes,Michael Caine:Gary Oldman:Cillian Murphy,en,140,150000000,374218673,7.704,PG-13
Southpaw,24/03/2015,Drama,Antoine Fuqua,Jake Gyllenhaal:Rachel McAdams:Forest Whitaker,Oona Laurence:50 Cent:Skylan Brooks,en,123,30000000,91709827,7.364,R
The Whale,09/12/2022,Drama,Darren Aronofsky,Brendan Fraser:Sadie Sink:Ty Simpkins,Hong Chau:Samantha Morton:Sathya Sridharan,en,117,3000000,55101305,7.9,R
After,11/04/2019,Drama,Jenny Gage,Josephine Langford:Hero Fiennes Tiffin:Shane Paul McGhie,Khadijha Red Thunder:Dylan Arnold:Samuel Larsen,en,106,14000000,69500000,7.1,PG-13
Queen of Hearts,27/03/2019,Drama,May el-Toukhy,Trine Dyrholm:Gustav Lindh:Magnus Krepper,Liv Esmår Dannemann:Silja Esmår Dannemann:Stine Gyldenkerne,da,127,19000000,0,6.926,
American Fiction,10/11/2023,Drama,Cord Jefferson,Jeffrey Wright:John Ortiz:Erika Alexander,Leslie Uggams:Sterling K. Brown:Skyler Wright,en,117,16000000,21976115,7.331,R
May December,16/11/2023,Drama,Todd Haynes,Natalie Portman:Julianne Moore:Charles Melton,Cory Michael Smith:Elizabeth Yu:Gabriel Chung,en,117,20000000,4232370,6.74,R
Before Night Falls,31/03/2022,Drama,Helfi C.H. Kardit,Annette Edoarda:Novia Bachmid:Fajar K. Effendi,Jeffry Reksa:Tien Kadaryono:Yannie Sukarya,id,102,0,0,5.25,
The Notebook,25/06/2004,Drama,Nick Cassavetes,Ryan Gosling:Rachel McAdams:Gena Rowlands,James Garner:Joan Allen:David Thornton,en,123,29000000,115600000,7.888,PG-13
Blade Runner,25/06/1982,Drama,Ridley Scott,Harrison Ford:Rutger Hauer:Sean Young,Edward James Olmos:M. Emmet Walsh:Daryl Hannah,en,118,28000000,41722424,7.935,R
Through My Window: Across the Sea,23/06/2023,Drama,Marçal Forés,Clara Galle:Julio Peña:Guillermo Lasheras,Natalia Azahara:Hugo Arbues:Eric Masip,es,110,0,0,6.526,R
The Murdaugh Murders,14/10/2023,Drama,Jason Winn,Chris McGarry:Nichelle Hines:Amy Parrish,Joshua Whichard:Lexi Minetree:Albert Bach,en,82,0,0,0,NR
CODA,13/08/2021,Drama,Siân Heder,Emilia Jones:Marlee Matlin:Troy Kotsur,Eugenio Derbez:Ferdia Walsh-Peelo:Daniel Durant,en,112,10000000,1600000,7.945,PG-13
Which Brings Me to You,08/12/2023,Drama,Peter Hutchings,Lucy Hale:Nat Wolff:John Gallagher Jr.,Britne Oldford:Genevieve Angelson:Alexander Hodge,en,98,0,0,5.9,PG-13
Hostiles,22/12/2017,Drama,Scott Cooper,Christian Bale:Rosamund Pike:Wes Studi,Jesse Plemons:Adam Beach:Rory Cochrane,en,134,55000000,36976336,6.911,R
The Godfather Part III,25/12/1990,Drama,Francis Ford Coppola,Al Pacino:Diane Keaton:Talia Shire,Andy García:Eli Wallach:Joe Mantegna,en,162,54000000,136766062,7.4,R
El padrino: The Latin Godfather,27/09/2004,Drama,Damian Chapa,Damian Chapa:Sal Lopez:Emilio Rivera,Jennifer Tilly:Faye Dunaway:Joanna Pacula,en,128,0,0,6.894,R
Sliver,21/05/1993,Drama,Phillip Noyce,Sharon Stone:William Baldwin:Tom Berenger,Polly Walker:Colleen Camp:Amanda Foreman,en,108,40000000,116300000,5.443,R
Flipped,06/08/2010,Drama,Rob Reiner,Madeline Carroll:Callan McAuliffe:Rebecca De Mornay,Anthony Edwards:John Mahoney:Penelope Ann Miller,en,89,14000000,1755212,8,PG
The Devil Wears Prada,29/06/2006,Drama,David Frankel,Anne Hathaway:Meryl Streep:Emily Blunt,Stanley Tucci:Simon Baker:Adrian Grenier,en,109,35000000,326706115,7.394,PG-13
Boyka: Undisputed IV,01/08/2016,Drama,Todor Chapkanov,Scott Adkins:Teodora Duhovnikova:Alon Abutbul,Julian Vergov:Martyn Ford:Brahim Achabbakhe,en,87,0,413334,7.126,R
Ex Machina,21/01/2015,Drama,Alex Garland,Domhnall Gleeson:Alicia Vikander:Oscar Isaac,Sonoya Mizuno:Corey Johnson:Claire Selby,en,108,15000000,36869414,7.573,R
Blacklight,10/02/2022,Drama,Mark Williams,Liam Neeson:Emmy Raver-Lampman:Taylor John Smith,Aidan Quinn:Tim Draxl:Claire van der Boom,en,104,43000000,15902207,6.203,PG-13
Come Out Fighting,19/05/2023,Drama,Steven Luke,Dolph Lundgren:Tyrese Gibson:Michael Jai White,Kellan Lutz:Vicellous Shannon:Hiram A. Murray,en,86,0,0,4.971,NR
maboroshi,15/09/2023,Drama,Mari Okada,Junya Enoki:Reina Ueda:Misaki Kuno,Koji Seto:Kento Hayashi:Taku Yashiro,ja,112,0,1700000,7.5,PG-13
Mulan,04/09/2020,Drama,Niki Caro,Liu Yifei:Donnie Yen:Gong Li,Jet Li:Jason Scott Lee:Yoson An,en,115,200000000,69965374,6.9,PG-13
Carrie,16/10/2013,Drama,Kimberly Peirce,Chloë Grace Moretz:Julianne Moore:Gabriella Wilde,Ansel Elgort:Alex Russell:Judy Greer,en,100,30000000,84790678,6,R
Pearl Harbor,21/05/2001,Drama,Michael Bay,Ben Affleck:Kate Beckinsale:Josh Hartnett,Cuba Gooding Jr.:Jon Voight:Tom Sizemore,en,183,140000000,449200000,6.9,PG-13
Dawn of the Dead,19/03/2004,Drama,Zack Snyder,Sarah Polley:Ving Rhames:Ty Burrell,Inna Korobkina:Jake Weber:Michael Kelly,en,101,26000000,102278712,7.048,R
Empire of Lust,05/03/2015,Drama,Ahn Sang-hoon,Jang Hyuk:Kang Han-na:Shin Ha-kyun,Kang Ha-neul:Son Byung-ho:Lee Jae-yong,ko,113,0,0,6.9,
The Social Network,01/10/2010,Drama,David Fincher,Jesse Eisenberg:Andrew Garfield:Armie Hammer,Justin Timberlake:Max Minghella:Josh Pence,en,121,40000000,224920315,7.365,PG-13
The Invisible Guest,06/01/2017,Drama,Oriol Paulo,Mario Casas:Ana Wagener:Jose Coronado,Bárbara Lennie:Francesc Orella:Paco Tous,es,107,4000000,30000000,8.122,
Bohemian Rhapsody,24/10/2018,Drama,Bryan Singer,Rami Malek:Gwilym Lee:Ben Hardy,Joseph Mazzello:Lucy Boynton:Aidan Gillen,en,135,52000000,918355943,7.989,PG-13
The Jungle Book,07/04/2016,Drama,Jon Favreau,Neel Sethi:Bill Murray:Ben Kingsley,Idris Elba:Scarlett Johansson:Christopher Walken,en,106,175000000,966550600,6.9,PG
American Beauty,15/09/1999,Drama,Sam Mendes,Kevin Spacey:Annette Bening:Thora Birch,Wes Bentley:Mena Suvari:Peter Gallagher,en,122,15000000,356296601,8.018,R
The Shack,03/03/2017,Drama,Stuart Hazeldine,Sam Worthington:Octavia Spencer:Tim McGraw,Aviv Alush:Sumire Matsubara:Radha Mitchell,en,132,20000000,96900000,7.496,PG-13
Shot Caller,13/07/2017,Drama,Ric Roman Waugh,Nikolaj Coster-Waldau:Omari Hardwick:Jon Bernthal,Lake Bell:Emory Cohen:Jeffrey Donovan,en,121,0,0,6.938,R
Midsommar,03/07/2019,Drama,Ari Aster,Florence Pugh:Jack Reynor:William Jackson Harper,Will Poulter:Vilhelm Blomgren:Isabelle Grill,en,147,9000000,48059189,7.163,R
Prisoners,19/09/2013,Drama,Denis Villeneuve,Hugh Jackman:Jake Gyllenhaal:Terrence Howard,Viola Davis:Maria Bello:Paul Dano,en,153,46000000,122126687,8.093,R
The Twilight Saga: Eclipse,23/06/2010,Drama,David Slade,Kristen Stewart:Robert Pattinson:Taylor Lautner,Bryce Dallas Howard:Dakota Fanning:Billy Burke,en,124,68000000,698491347,6.209,PG-13
Ford v Ferrari,13/11/2019,Drama,James Mangold,Christian Bale:Matt Damon:Jon Bernthal,Caitríona Balfe:Josh Lucas:Noah Jupe,en,153,97600000,225508210,8.003,PG-13
Catch Me If You Can,16/12/2002,Drama,Steven Spielberg,Leonardo DiCaprio:Tom Hanks:Christopher Walken,Martin Sheen:Nathalie Baye:Amy Adams,en,141,52000000,352114312,7.977,PG-13
The Greatest Showman,20/12/2017,Drama,Michael Gracey,Hugh Jackman:Zac Efron:Michelle Williams,Rebecca Ferguson:Zendaya:Keala Settle,en,105,84000000,432800000,7.898,PG
Air,05/04/2023,Drama,Ben Affleck,Matt Damon:Ben Affleck:Jason Bateman,Chris Messina:Viola Davis:Julius Tennon,en,111,80000000,90100000,7.364,R
The Accountant,13/10/2016,Drama,Gavin O'Connor,Ben Affleck:Anna Kendrick:J.K. Simmons,Jon Bernthal:Jeffrey Tambor:Cynthia Addai-Robinson,en,128,44000000,155160045,7.072,R
Planet of the Apes,07/02/1968,Drama,Franklin J. Schaffner,Charlton Heston:Roddy McDowall:Kim Hunter,Maurice Evans:James Whitmore:James Daly,en,112,5800000,32589624,7.652,G
Rocky IV,21/11/1985,Drama,Sylvester Stallone,Sylvester Stallone:Talia Shire:Burt Young,Carl Weathers:Brigitte Nielsen:Tony Burton,en,91,31000000,300500000,7.079,PG-13
Jack Reacher,20/12/2012,Drama,Christopher McQuarrie,Tom Cruise:Rosamund Pike:Richard Jenkins,David Oyelowo:Werner Herzog:Jai Courtney,en,130,60000000,218300000,6.62,PG-13
The Patriot,28/06/2000,Drama,Roland Emmerich,Mel Gibson:Heath Ledger:Joely Richardson,Jason Isaacs:Chris Cooper:Tchéky Karyo,en,165,110000000,215294342,7.174,R
The Ten Commandments,05/10/1956,Drama,Cecil B. DeMille,Charlton Heston:Yul Brynner:Anne Baxter,Edward G. Robinson:Yvonne De Carlo:Debra Paget,en,220,13000000,122700000,7.756,G
Léon: The Professional,14/09/1994,Drama,Luc Besson,Jean Reno:Natalie Portman:Gary Oldman,Danny Aiello:Peter Appel:Michael Badalucco,en,111,16000000,45284974,8.311,R
Desire,06/10/2011,Drama,Laurent Bouhnik,Déborah Révy:Hélène Zimmer:Gowan Didi,Johnny Amaro:Johan Libéreau:Jean-François Gallotte,fr,103,1344000,0,6.266,R
Uncut Gems,30/08/2019,Drama,Josh Safdie,Adam Sandler:LaKeith Stanfield:Julia Fox,Kevin Garnett:Idina Menzel:Eric Bogosian,en,136,19000000,50000000,7.149,R
The Handmaiden,01/06/2016,Drama,Park Chan-wook,Kim Min-hee:Kim Tae-ri:Ha Jung-woo,Cho Jin-woong:Kim Hae-sook:Moon So-ri,ko,145,8575000,38600000,8.229,R
Taxi Driver,09/02/1976,Drama,Martin Scorsese,Robert De Niro:Jodie Foster:Cybill Shepherd,Harvey Keitel:Peter Boyle:Leonard Harris,en,114,1900000,28600000,8.153,R
Hustlers,12/09/2019,Drama,Lorene Scafaria,Constance Wu:Jennifer Lopez:Julia Stiles,Keke Palmer:Lili Reinhart:Mercedes Ruehl,en,110,20000000,157600000,6.5,R
All of Us Strangers,22/12/2023,Drama,Andrew Haigh,Andrew Scott:Paul Mescal:Jamie Bell,Claire Foy:Carter John Grout:Ami Tredrea,en,106,0,14864960,7.476,R
Flight,02/11/2012,Drama,Robert Zemeckis,Denzel Washington:Don Cheadle:Kelly Reilly,John Goodman:Bruce Greenwood:Brian Geraghty,en,138,31000000,161800000,6.829,R
Pearl,16/09/2022,Drama,Ti West,Mia Goth:Tandi Wright:David Corenswet,Emma Jenkins-Purro:Matthew Sunderland:Alistair Sewell,en,102,1000000,9747742,7.3,R
Rocky,21/11/1976,Drama,John G. Avildsen,Sylvester Stallone:Talia Shire:Burt Young,Carl Weathers:Burgess Meredith:Thayer David,en,120,1000000,225300000,7.786,PG
Ambulance,16/03/2022,Drama,Michael Bay,Jake Gyllenhaal:Yahya Abdul-Mateen II:Eiza González,Garret Dillahunt:Keir O'Donnell:Jackson White,en,136,40000000,51783040,6.668,R
Captain Fantastic,08/07/2016,Drama,Matt Ross,Viggo Mortensen:George MacKay:Samantha Isler,Annalise Basso:Nicholas Hamilton:Shree Crooks,en,118,5000000,23123592,7.913,R
After Ever Happy,24/08/2022,Drama,Castille Landon,Josephine Langford:Hero Fiennes Tiffin:Louise Lombard,Chance Perdomo:Rob Estes:Arielle Kebbel,en,95,14000000,19200000,6.8,R
Fargo,08/03/1996,Drama,Joel Coen,Frances McDormand:William H. Macy:Steve Buscemi,Peter Stormare:Harve Presnell:John Carroll Lynch,en,98,7000000,60611975,7.862,R
Jason Bourne,27/07/2016,Drama,Paul Greengrass,Matt Damon:Tommy Lee Jones:Alicia Vikander,Vincent Cassel:Julia Stiles:Riz Ahmed,en,123,120000000,415484914,6.3,PG-13
After We Fell,01/09/2021,Drama,Castille Landon,Josephine Langford:Hero Fiennes Tiffin:Louise Lombard,Chance Perdomo:Rob Estes:Arielle Kebbel,en,99,14000000,21800000,7.1,R
Caligula,14/08/1979,Drama,Tinto Brass,Malcolm McDowell:Teresa Ann Savoy:Guido Mannari,John Gielgud:Peter O'Toole:Giancarlo Badessi,it,156,17500000,23400000,6.022,NC-17
Bambi,14/08/1942,Drama,David Hand,Donnie Dunagan:Peter Behn:Stan Alexander,Cammie King:Will Wright:Hardie Albright,en,70,858000,267447150,7.014,G
Bambi,14/08/1942,Drama,David Hand,Donnie Dunagan:Peter Behn:Stan Alexander,Cammie King:Will Wright:Hardie Albright,en,70,858000,267447150,7.014,G
Below Her Mouth,10/02/2017,Drama,April Mullen,Erika Linder:Natalie Krill:Sebastian Pigott,Mayko Nguyen:Tommie-Amber Pirie:Melanie Leishman,en,92,0,33673,6.8,
Gifted,07/04/2017,Drama,Marc Webb,Chris Evans:Mckenna Grace:Lindsay Duncan,Jenny Slate:Octavia Spencer:Glenn Plummer,en,101,7000000,40300000,8.032,PG-13
The Founder,13/09/2016,Drama,John Lee Hancock,Michael Keaton:Nick Offerman:John Carroll Lynch,Linda Cardellini:B.J. Novak:Laura Dern,en,115,15000000,24121245,7.116,PG-13
A Man of Reason,15/08/2023,Drama,Jung Woo-sung,Jung Woo-sung:Kim Nam-gil:Park Sung-woong,Kim Jun-han:Park You-na:Lee Elijah,ko,103,0,0,6.85,
Cloud Atlas,26/10/2012,Drama,Tom Tykwer,Tom Hanks:Halle Berry:Jim Broadbent,Hugo Weaving:Jim Sturgess:Bae Doona,en,172,102000000,130482868,6.885,R
Rambo: Last Blood,19/09/2019,Drama,Adrian Grünberg,Sylvester Stallone:Paz Vega:Sergio Peris-Mencheta,Adriana Barraza:Yvette Monreal:Joaquín Cosío,en,89,50000000,91500000,6.519,R
The Bourne Supremacy,23/07/2004,Drama,Paul Greengrass,Matt Damon:Franka Potente:Brian Cox,Julia Stiles:Karl Urban:Gabriel Mann,en,108,75000000,288500217,7.321,PG-13
Logan Lucky,17/08/2017,Drama,Steven Soderbergh,Channing Tatum:Adam Driver:Daniel Craig,Riley Keough:Katie Holmes:Katherine Waterston,en,118,29000000,48453605,6.731,PG-13
Skydog,20/10/2020,Drama,Tim Kaiser,Dean Cain:Daniel Knudsen:Rosie Berryer,Christopher Veldhuizen:Mimi Sagadin :Rocco Guirlanda,en,109,0,0,6.3,
The Color Purple,25/12/2023,Drama,Blitz Bazawule,Fantasia Barrino:Taraji P. Henson:Danielle Brooks,Colman Domingo:Corey Hawkins:Phylicia Pearl Mpasi,en,141,95000000,66025125,7,PG-13
The Golden Lotus: Love and Desire,09/05/1991,Drama,Li Han-Hsiang,Pal Sinn Lap-man:Charlie Cho:Yuk Ting Fong,Sin Yi Gei:Yuen Suk Lee,zh,95,0,0,6.118,
The Last Samurai,05/12/2003,Drama,Edward Zwick,Tom Cruise:Ken Watanabe:Timothy Spall,Tony Goldwyn:Hiroyuki Sanada:Koyuki,en,154,140000000,456800000,7.584,R
Tears of the Sun,07/03/2003,Drama,Antoine Fuqua,Bruce Willis:Monica Bellucci:Cole Hauser,Eamonn Walker:Johnny Messner:Nick Chinlund,en,121,75000000,86500000,6.857,R
The Curious Case of Benjamin Button,25/12/2008,Drama,David Fincher,Brad Pitt:Cate Blanchett:Taraji P. Henson,Julia Ormond:Jason Flemyng:Mahershala Ali,en,166,150000000,335800000,7.585,PG-13
Balkan Line,21/03/2019,Drama,Andrey Volgin,Anton Pampushnyy:Gosha Kutsenko:Miloš Biković,Milena Radulović:Gojko Mitić:Ravshana Kurkova,ru,130,3500000,4944386,7.495,R
Thelma & Louise,24/05/1991,Drama,Ridley Scott,Geena Davis:Susan Sarandon:Harvey Keitel,Michael Madsen:Christopher McDonald:Brad Pitt,en,130,16000000,45361000,7.579,R
The Wandering Earth,05/02/2019,Drama,Frant Gwo,Qu Chuxiao:Li Guangjie:Zhao Jinmai,Wu Jing:Ng Man-tat:Michael Kai Sui,zh,126,48000000,0,6.596,PG-13
After We Collided,02/09/2020,Drama,Roger Kumble,Josephine Langford:Hero Fiennes Tiffin:Dylan Sprouse,Louise Lombard:Charlie Weber:Candice King,en,105,14000000,48000000,7.2,R
The Intouchables,02/11/2011,Drama,Éric Toledano,François Cluzet:Omar Sy:Dominique Henry,Anne Le Ny:Clotilde Mollet:Alba Gaïa Bellugi,fr,113,13000000,426600000,8.28,R
Lady Bird,01/09/2017,Drama,Greta Gerwig,Saoirse Ronan:Laurie Metcalf:Tracy Letts,Beanie Feldstein:Lucas Hedges:Timothée Chalamet,en,94,10000000,79000000,7.269,R
The Twilight Saga: New Moon,18/11/2009,Drama,Chris Weitz,Kristen Stewart:Robert Pattinson:Taylor Lautner,Dakota Fanning:Michael Sheen:Ashley Greene,en,131,50000000,709827462,5.994,PG-13
Apocalypto,07/12/2006,Drama,Mel Gibson,Rudy Youngblood:Raoul Max Trujillo:Gerardo Taracena,Iazua Larios:Antonio Monroy:María Isabel Díaz Lago,en,139,40000000,120700000,7.569,R
About Time,04/09/2013,Drama,Richard Curtis,Domhnall Gleeson:Rachel McAdams:Bill Nighy,Tom Hollander:Margot Robbie:Lydia Wilson,en,123,12000000,87100449,7.915,R
The Blind Side,20/11/2009,Drama,John Lee Hancock,Sandra Bullock:Tim McGraw:Quinton Aaron,Jae Head:Lily Collins:Ray McKinnon,en,129,29000000,309200000,7.689,PG-13
I Want You,22/06/2012,Drama,Fernando González Molina,Mario Casas:Clara Lago:María Valverde,Álvaro Cervantes:Diego Martín:Marina Salas,es,130,0,24016152,7.406,
Snowpiercer,01/08/2013,Drama,Bong Joon-ho,Chris Evans:Song Kang-ho:John Hurt,Tilda Swinton:Jamie Bell:Octavia Spencer,ko,127,39200000,86758912,6.902,R
Love & Passion,25/02/1987,Drama,Tinto Brass,Nicola Warren:Francesca Dellera:Andy J. Forest,Luigi Laezza:Vittorio Caprioli:Isabella Biagini,it,98,0,0,5.3,
American Gangster,02/11/2007,Drama,Ridley Scott,Russell Crowe:Denzel Washington:Chiwetel Ejiofor,Cuba Gooding Jr.:Josh Brolin:Ted Levine,en,157,100000000,266500000,7.589,R
Licorice Pizza,26/11/2021,Drama,Paul Thomas Anderson,Alana Haim:Cooper Hoffman:Sean Penn,Tom Waits:Bradley Cooper:Benny Safdie,en,133,40000000,33300000,6.985,R
The First Slam Dunk,03/12/2022,Drama,Takehiko Inoue,Shugo Nakamura:Jun Kasama:Kenta Miyake,Shinichiro Kamio:Subaru Kimura:Katsuhisa Houki,ja,125,0,258000000,7.761,PG-13
